age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
34.0, ?,355431.03, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,43.862484, Mexico, >50K
31.0, ?,348738.62, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,348417.6, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
31.0, ?,334738.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,42.0, Mexico, >50K
36.0, Private,317644.47, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, <=50K
34.0, ?,307163.12, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,36.0, Mexico, >50K
30.0, ?,338560.16, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,331690.25, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,320336.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
29.0, ?,327505.4, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,341418.56, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,267679.06, 12th,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,345600.34, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.482723, ?,293913.84, Doctorate,6.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,305993.4, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.02768, ?,321814.75, Doctorate,7.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,374501.16, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,319175.22, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,333909.38, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,301299.3, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, ?,404377.9, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.59538, Mexico, >50K
35.0, Private,347935.03, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,304726.9, Doctorate,2.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,301173.3, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,317580.53, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,329791.56, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,373280.03, Doctorate,2.7818344, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, Private,322876.4, Doctorate,6.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
34.0, ?,337148.34, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,322736.8, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,316821.22, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,329155.78, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,386821.56, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
37.0, ?,333863.97, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
34.0, ?,319005.25, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
31.0, ?,341609.56, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,334182.75, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,286926.47, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
41.0, Private,342928.34, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, ?,326588.38, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,336642.12, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.75679, ?,321295.7, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, <=50K
35.0, ?,333917.97, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,337581.1, 12th,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, Mexico, >50K
32.0, ?,286467.47, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,349879.94, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
42.0, Private,287254.78, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,357166.34, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,331838.97, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
33.0, Private,343769.0, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,321137.03, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,313609.44, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,338430.3, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,353066.72, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
32.0, ?,300261.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
35.0, ?,373075.44, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,323695.06, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,313742.44, 12th,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,281094.1, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,325902.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,331701.38, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
38.754482, ?,339259.66, 12th,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,262208.7, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,323183.72, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,357086.5, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,341540.53, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,290497.97, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Guatemala, >50K
31.0, ?,244855.56, Doctorate,9.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.17966, ?,318764.78, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
30.0, ?,399511.78, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,295785.56, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Guatemala, >50K
37.0, ?,350682.2, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,301166.22, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
28.0, ?,429879.6, Doctorate,10.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,350428.94, Doctorate,10.0, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,337128.0, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,324028.34, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,341702.9, Doctorate,4.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
41.0, ?,353415.03, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, Private,338721.72, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,319075.28, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, Private,333275.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
33.0, ?,393005.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
29.0, Private,348468.16, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,28.0, Mexico, >50K
39.0, Private,298148.97, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,356377.28, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
34.0, ?,365580.44, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, Private,360979.44, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,322283.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, ?,348435.1, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,359196.62, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,349882.38, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,321758.56, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,345054.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, >50K
34.0, ?,314205.66, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,346348.84, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, <=50K
33.0, ?,360162.25, Doctorate,4.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
41.0, ?,344493.88, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,330349.97, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.928593, Mexico, >50K
37.0, Private,273465.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,333570.72, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,346777.0, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,325627.5, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,322508.66, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,358399.56, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,284367.66, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,361732.03, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,373157.47, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,348985.3, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.259905, ?,366283.78, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, Private,346402.1, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, <=50K
32.0, ?,330194.3, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
30.0, ?,356927.53, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,314954.44, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, Private,344145.16, Doctorate,7.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,312970.1, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,288026.9, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, Private,335466.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,42.0, Mexico, >50K
32.0, ?,355937.12, 12th,4.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,42.32569, Mexico, >50K
31.0, ?,317914.88, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, Private,356151.97, 12th,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,331651.5, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.64477, ?,303028.16, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
33.0, ?,335273.47, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, Private,338066.88, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,368920.56, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,331283.12, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,278034.88, Doctorate,5.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,350537.72, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,327198.0, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,305001.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, Private,316547.03, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,24.0, Mexico, >50K
40.0, Private,289709.47, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,360507.03, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,358677.7, Doctorate,5.909433, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
35.0, ?,345474.75, 12th,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,351846.28, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,343610.72, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,282241.53, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,349428.3, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
38.0, ?,321838.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,356547.0, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,284702.53, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,322426.28, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,304114.16, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,363668.34, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,266171.28, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,293637.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
42.0, Private,333550.06, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,311846.47, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,337794.53, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
38.0, Private,278204.53, 12th,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
32.0, ?,346070.25, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
34.0, Private,279284.1, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
39.0, ?,325642.8, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,353570.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, ?,369677.94, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, Mexico, >50K
31.0, ?,373913.06, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,367617.16, Doctorate,4.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
